"mp.title","mp.author","mp.journal_conference","mp.volume","mp.number","mp.year","mp.pages","mp.publisher","mp.school","mp.organization","cp.title","cp.author","cp.journal_conference","cp.volume","cp.number","cp.pages","cp.year","cp.publisher","cp.organization","dependent"
"Comment on Quick, JC 2014. Carbon dioxide emission tallies for 210 US coal-fired power plants: A comparison of two accounting methods. J. Air Waste Manage. Assoc. 64: 73--79","KR Gurney, J Huang, K Coltin","Journal of the Air \& Waste Management Association","64","11","2014","1215--1217","Taylor \& Francis",NA,NA,"Recent research quantifying anthropogenic CO2 emissions at the street scale within the urban domain","KR Gurney","Carbon Management","5","3","309--320","2014","Taylor \& Francis",NA,"Y"
"Comment on Quick, JC 2014. Carbon dioxide emission tallies for 210 US coal-fired power plants: A comparison of two accounting methods. J. Air Waste Manage. Assoc. 64: 73--79","KR Gurney, J Huang, K Coltin","Journal of the Air \& Waste Management Association","64","11","2014","1215--1217","Taylor \& Francis",NA,NA,"What is the role for carbon cycle science in the proposed EPA power plant rule?","KR Gurney","Earth Perspectives","2","1","1","2015","Springer Berlin Heidelberg",NA,"Y"
"Comment on Quick, JC 2014. Carbon dioxide emission tallies for 210 US coal-fired power plants: A comparison of two accounting methods. J. Air Waste Manage. Assoc. 64: 73--79","KR Gurney, J Huang, K Coltin","Journal of the Air \& Waste Management Association","64","11","2014","1215--1217","Taylor \& Francis",NA,NA,"Response to comments by Gurney et al. regarding “Carbon dioxide emission tallies for 210 US coal-fired power plants: A comparison of two accounting methods”","JC Quick","Journal of the Air \& Waste Management Association","64","11","1218--1220","2014","Taylor \& Francis",NA,"N"
"Comment on Quick, JC 2014. Carbon dioxide emission tallies for 210 US coal-fired power plants: A comparison of two accounting methods. J. Air Waste Manage. Assoc. 64: 73--79","KR Gurney, J Huang, K Coltin","Journal of the Air \& Waste Management Association","64","11","2014","1215--1217","Taylor \& Francis",NA,NA,"Bias present in US federal agency power plant CO2 emissions data and implications for the US clean power plan","KR Gurney, J Huang, K Coltin","Environmental Research Letters","11","6","064005","2016","IOP Publishing",NA,"Y"
"Comment on Quick, JC 2014. Carbon dioxide emission tallies for 210 US coal-fired power plants: A comparison of two accounting methods. J. Air Waste Manage. Assoc. 64: 73--79","KR Gurney, J Huang, K Coltin","Journal of the Air \& Waste Management Association","64","11","2014","1215--1217","Taylor \& Francis",NA,NA,"Author response to second letter to the editor, J. Air Waste Manage. Assoc. 65: 245-246.","JC Quick","Journal of the Air \& Waste Management Association (1995)","65","3","247","2015",NA,NA,"N"
"The variation of climate change impact on building energy consumption to building type and spatiotemporal scale","J Huang, KR Gurney","Energy","111",NA,"2016","137--153","Elsevier",NA,NA,"Retrospective analysis of the energy consumption of single-family dwellings in central Argentina. Retrofitting and adaptation to the climate change","C Filipp{\'\i}n, F Ricard, SF Larsen, M Santamouris","Renewable Energy","101",NA,"1226--1241","2017","Elsevier",NA,"N"
"The variation of climate change impact on building energy consumption to building type and spatiotemporal scale","J Huang, KR Gurney","Energy","111",NA,"2016","137--153","Elsevier",NA,NA,"Impact of climate change on US building energy demand: Financial implications for consumers and energy suppliers","J Huang, KR Gurney","Energy and Buildings","139",NA,"747--754","2017","Elsevier",NA,"Y"
"The variation of climate change impact on building energy consumption to building type and spatiotemporal scale","J Huang, KR Gurney","Energy","111",NA,"2016","137--153","Elsevier",NA,NA,"Toward Automatic Review of building energy efficiency based on Building Information Modeling","Q Zhao, Z Chen, Y Zhu, Z Li, X Hei","Computational Intelligence and Security (CIS), 2016 12th International Conference on",NA,NA,"213--217","2016",NA,"IEEE","N"
"Los Angeles megacity: a high-resolution land--atmosphere modelling system for urban CO 2 emissions","S Feng, T Lauvaux, S Newman, P Rao, R Ahmadov, A Deng, LI D{\'\i}az-Isaac, RM Duren, ML Fischer, C Gerbig, NA others","Atmospheric Chemistry and Physics","16","14","2016","9019--9045","Copernicus GmbH",NA,NA,"Aerosol lidar observations of atmospheric mixing in Los Angeles: Climatology and implications for greenhouse gas observations","J Ware, EA Kort, P DeCola, R Duren","Journal of Geophysical Research: Atmospheres","121","16","9862--9878","2016","Wiley Online Library",NA,"N"
"Los Angeles megacity: a high-resolution land--atmosphere modelling system for urban CO 2 emissions","S Feng, T Lauvaux, S Newman, P Rao, R Ahmadov, A Deng, LI D{\'\i}az-Isaac, RM Duren, ML Fischer, C Gerbig, NA others","Atmospheric Chemistry and Physics","16","14","2016","9019--9045","Copernicus GmbH",NA,NA,"Spatial Configuration of Energy Consumption and Carbon Emissions of Shanghai, and Our Policy Suggestions","K Pan, Y Li, H Zhu, A Dang","Sustainability","9","1","104","2017","Multidisciplinary Digital Publishing Institute",NA,"N"
"Impact of climate change on US building energy demand: sensitivity to spatiotemporal scales, balance point temperature, and population distribution","J Huang, KR Gurney","Climatic Change",NA,NA,"2016","1--15","Springer",NA,NA,"The variation of climate change impact on building energy consumption to building type and spatiotemporal scale","J Huang, KR Gurney","Energy","111",NA,"137--153","2016","Elsevier",NA,"Y"
"Impact of climate change on US building energy demand: sensitivity to spatiotemporal scales, balance point temperature, and population distribution","J Huang, KR Gurney","Climatic Change",NA,NA,"2016","1--15","Springer",NA,NA,"Impact of climate change on US building energy demand: Financial implications for consumers and energy suppliers","J Huang, KR Gurney","Energy and Buildings","139",NA,"747--754","2017","Elsevier",NA,"Y"
"Urban high-resolution fossil fuel CO2 emissions quantification and exploration of emission drivers for potential policy applications","R Patarasuk, KR Gurney, D O’Keeffe, Y Song, J Huang, P Rao, M Buchert, JC Lin, D Mendoza, JR Ehleringer","Urban Ecosystems",NA,NA,"2016","1--27","Springer",NA,NA,"Spatial Configuration of Energy Consumption and Carbon Emissions of Shanghai, and Our Policy Suggestions","K Pan, Y Li, H Zhu, A Dang","Sustainability","9","1","104","2017","Multidisciplinary Digital Publishing Institute",NA,"N"
"Urban high-resolution fossil fuel CO2 emissions quantification and exploration of emission drivers for potential policy applications","R Patarasuk, KR Gurney, D O’Keeffe, Y Song, J Huang, P Rao, M Buchert, JC Lin, D Mendoza, JR Ehleringer","Urban Ecosystems",NA,NA,"2016","1--27","Springer",NA,NA,"Household willingness to pay for green electricity in urban and peri-urban Tigray, northern Ethiopia: Determinants and welfare effects","T Arega, T Tadesse","Energy Policy","100",NA,"292--300","2017","Elsevier",NA,"N"
"Comparing two national datasets of CO2 Emissions for US Powerplants","J Huang, KR Gurney","AGU Fall Meeting Abstracts","1",NA,"2011","1051",NA,NA,NA,"Carbon dioxide emission tallies for 210 US coal-fired power plants: a comparison of two accounting methods","JC Quick","Journal of the Air \& Waste Management Association","64","1","73--79","2014","Taylor \& Francis",NA,"N"
"Impact of climate change on US building energy demand: Financial implications for consumers and energy suppliers","J Huang, KR Gurney","Energy and Buildings",NA,NA,"2017",NA,"Elsevier",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Bias present in US federal agency power plant CO2 emissions data and implications for the US clean power plan","KR Gurney, J Huang, K Coltin","Environmental Research Letters","11","6","2016","064005","IOP Publishing",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Comment on"" Analysis of High-Resolution Utility Data for Understanding Energy Use in Urban Systems""","K Gurney, R Patarasuk, I Razlivanov, Y Song, D O'Keeffe, J Huang, Y Zhou, P Rao","Journal of Industrial Ecology","20","1","2016","192--193",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Impacts of Climate Change on US Commercial and Residential Building Energy Demand","J Huang",NA,NA,NA,"2016",NA,NA,"ARIZONA STATE UNIVERSITY",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Spatiotemporal comparison of highly-resolved emissions and concentrations of carbon dioxide and criteria pollutants in Salt Lake City, Utah for health and policy applications","D Mendoza","2015 AGU Fall Meeting",NA,NA,"2015",NA,NA,NA,"Agu",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Using the Hestia bottom-up FFCO 2 emissions estimation to identify drivers and hotspots in urban areas","P Rao","2015 AGU Fall Meeting",NA,NA,"2015",NA,NA,NA,"Agu",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Implications of the Hidden Spatiotemporal Vulnerability of US Building Energy Demand to Climate Change","J Huang","2015 AGU Fall Meeting",NA,NA,"2015",NA,NA,NA,"Agu",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Urbanization and the Carbon Cycle: Synthesis of Ongoing Research","K Gurney","2015 AGU Fall Meeting",NA,NA,"2015",NA,NA,NA,"Agu",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"LA Megacity: An Integrated Land-Atmosphere System for Urban CO2 Emissions","S Feng, T Lauvaux, S Newman, P Rao, R Patarasuk, J Huang, R Ahmadov, C Wong, Y Song, KR Gurney, NA others","AGU Fall Meeting Abstracts",NA,NA,"2015",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Second letter to editor in response to author response published in J. Air Waste Manage. Assoc. 64: 1218--1220","KR Gurney, J Huang, K Coltin, B Li","Journal of the Air \& Waste Management Association","65","3","2015","245--246","Taylor \& Francis",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Comparative Analysis of Carbon Dioxide Emissions across Large Urban Areas in the US","R Patarasuk, KR Gurney, D O'Keeffe, Y Song, P Rao, J Huang, IN Razlivanov","AGU Fall Meeting Abstracts","1",NA,"2014","04",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Towards space/time resolved uncertainty quantification of urban fossil fuel CO2 emissions","KR Gurney, IN Razlivanov, R Patarasuk, Y Song, D O'Keeffe, J Huang","AGU Fall Meeting Abstracts","1",NA,"2013","0171",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Development, Improvement and Assessment of the Aircraft Mass-Balance Method for Urban-Scale Greenhouse Gas Flux Measurements","P Shepson, ML Cambaliza, D Caulton, B Stirm, DV Samarov, A Possolo, JC Turnbull, T Lauvaux, KJ Davis, K Mays, NA others","AGU Spring Meeting Abstracts","1",NA,"2013","02",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"Aircraft-based CO2 and CH4 flux estimates from the city of Indianapolis: assessment of uncertainties and comparison with bottom-up inventory","ML Cambaliza, P Shepson, D Caulton, B Stirm, KJ Davis, T Lauvaux, A Possolo, DV Samarov, JR Whetstone, JC Turnbull, NA others","AGU Fall Meeting Abstracts","1",NA,"2012","1279",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
"High-resolution global fossil fuel CO2 emissions for 1992 to 2010 using integrated in-situ and remotely sensed data in a fossil fuel data assimilation system","S Asefi-Najafabady, KR Gurney, P Rayner, J Huang, Y Song","AGU Fall Meeting Abstracts","1",NA,"2012","05",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
